id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,InternetMovieDatabaseRating,RottenTomatoesRating,MetacriticRating,Error,totalSeasons,Ratings
27,Europa,N/A,Lars von Trier,Denmark / France / Germany / Sweden / Switzerland,0,cannes,1991,https://en.wikipedia.org/wiki/Europa_(film),https://en.wikipedia.org/wiki/Lars_von_Trier,Europa,1991,R,27 Jun 1991,112 min,"Drama, Thriller",Lars von Trier,"Lars von Trier, Niels Vørsel","Jean-Marc Barr, Barbara Sukowa, Udo Kier, Ernst-Hugo Järegård","An American of German descent arrives in post-war Germany 1945. His uncle gets him a job on the Zentropa train line as a sleeping car conductor. The American's wish is to be neutral to the ongoing purges of loyalists by the Allied forces and do what he can to help a hurting country, but he finds himself being used by both the Americans and the influential family that owns the railroad. After falling in love with the railroad magnate's daughter, he finds that he can't remain neutral and must make some difficult choices.","English, German","Denmark, Sweden, France, Germany, Switzerland",17 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNjA3ODAyNjctOGMwOS00YmJhLTljOTAtNzMyZGMzMTM5NGM0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,7.6,"18,703",tt0101829,movie,08 Apr 2003,N/A,Criterion Collection,N/A,True,7.6/10,80%,N/A,,,
28,The Flesh,La carne,Marco Ferreri,Italy,0,cannes,1991,https://en.wikipedia.org/wiki/The_Flesh,https://en.wikipedia.org/wiki/Marco_Ferreri,The Flesh,1991,N/A,21 Aug 1991,90 min,"Drama, Romance",Marco Ferreri,"Liliane Betti, Massimo Bucchi, Paolo Costella, Marco Ferreri","Sergio Castellitto, Francesca Dellera, Philippe Léotard, Farid Chopel","A beautiful film which is basically about a man, a piano player, who meets and falls in love with a beautiful and voluptuous woman, who, by some strange procedure, leaves the man unable to move but with a permanent priapism! After some time he becomes sick of it and she relieves his paralysis. Eventually she gets bored and decides to leave, but he can't take it because he loves her...",Italian,Italy,3 nominations.,https://m.media-amazon.com/images/M/MV5BNTdkOGMwNTQtMzA5YS00NTRlLWJiNDgtMWZmNDAxMWMzZTRmXkEyXkFqcGdeQXVyNDI4OTM1MQ@@._V1_SX300.jpg,N/A,5.7,666,tt0101548,movie,N/A,N/A,N/A,N/A,True,5.7/10,N/A,N/A,,,
29,Guilty by Suspicion,N/A,Irwin Winkler,United States / France,0,cannes,1991,https://en.wikipedia.org/wiki/Guilty_by_Suspicion,https://en.wikipedia.org/wiki/Irwin_Winkler,Guilty by Suspicion,1991,PG-13,15 Mar 1991,105 min,Drama,Irwin Winkler,Irwin Winkler,"Robert De Niro, Annette Bening, George Wendt, Patricia Wettig","David Merrill (Robert De Niro), a fictitious 1950s Hollywood director, returns from filming abroad in France to find that his loyalty has been called into question by the House Committee on Un-American Activities and he is unable to work until cleared. Before being called, his highest priority had been his work to the extent of leaving his wife (Annette Bening) and son (Luke Edwards) alone for months at a time. He initially refuses to implicate others or himself in a private meeting with Roy Cohn and a studio lawyer. This decision initially to stick to his principles first leaves him unable to work in his profession, even with films and producers he never would have worked with before. Harassment by the FBI leaves him unable to work on Broadway, with advertising agencies, or even in a small film repair shop. Finally, having fallen so far, and tempted with a new offer to direct a film from his old studio (if he testifies), he agrees to go before the Committee, initially planning to name his friends. But when confronted with the cruel and tyrannical behavior of the House Committee on Un-American Activities, he realizes that there is a higher priority in his life there is standing up for what is right. And in doing so, he inspires friends and family to do the same.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BM2RlN2UxYTAtMzk1Yi00NDdmLWI4NTAtY2Y5MDZmMDA1ZDRhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,64,6.6,"7,351",tt0101984,movie,01 Jun 2004,N/A,Warner Home Video,N/A,True,6.6/10,65%,64/100,,,
30,Homicide,N/A,David Mamet,United States,0,cannes,1991,https://en.wikipedia.org/wiki/Homicide_(1991_film),https://en.wikipedia.org/wiki/David_Mamet,Homicide,1991,R,28 Aug 1991,102 min,"Crime, Drama, Thriller",David Mamet,David Mamet,"Joe Mantegna, William H. Macy, Vincent Guastaferro, J.J. Johnston",Policeman Bob Gold has to capture a murderer that not even the FBI has been able to find. But before he can even start he is re-assigned to the murder of an old Jewish lady in a black area. The evidence points at a Jewish hate group and he discovers connections between them and his previous case.,English,USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZDQ1YTg2OGUtODYzOS00NmU2LWI5YWEtOTRmNWRmMWI0MmYwXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg,84,7.1,"5,558",tt0102048,movie,08 Sep 2009,N/A,Cinehaus,N/A,True,7.1/10,91%,84/100,,,
31,Jungle Fever,N/A,Spike Lee,United States,0,cannes,1991,https://en.wikipedia.org/wiki/Jungle_Fever,https://en.wikipedia.org/wiki/Spike_Lee,Jungle Fever,1991,R,07 Jun 1991,132 min,"Drama, Romance",Spike Lee,Spike Lee,"Wesley Snipes, Annabella Sciorra, Spike Lee, Ossie Davis",A successful and married black man contemplates having an affair with a white girl from work. He's quite rightly worried that the racial difference would make an already taboo relationship even worse.,English,USA,6 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMjM5MTQxMDk2Ml5BMl5BanBnXkFtZTgwODQ2MDc3NjE@._V1_SX300.jpg,N/A,6.5,"16,030",tt0102175,movie,22 May 2001,N/A,Lions Gate Films,N/A,True,6.5/10,57%,N/A,,,
32,Life on a String,Biān zǒu biān chàng,Chen Kaige,China,0,cannes,1991,https://en.wikipedia.org/wiki/Life_on_a_String_(film),https://en.wikipedia.org/wiki/Chen_Kaige,Life on a String,1991,N/A,18 Mar 1992,110 min,"Drama, Music, Romance, War",Kaige Chen,"Kaige Chen, Tiesheng Shi (novel)","Zhongyuan Liu, Lei Huang, Qing Xu, Ling Ma","A blind man's master told him that after he has broken 1000 strings on his Banjo, he can open the Banjo to get a script for his eyes. After 60 years he broke the 1000th string...",Mandarin,"China, Germany, UK",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg2MDc0MzY4Ml5BMl5BanBnXkFtZTcwNzc3OTAyMQ@@._V1_SX300.jpg,N/A,7.1,553,tt0101440,movie,18 May 1994,N/A,N/A,N/A,True,7.1/10,N/A,N/A,,,
33,Malina,N/A,Werner Schroeter,Germany / Austria,0,cannes,1991,https://en.wikipedia.org/wiki/Malina_(film),https://en.wikipedia.org/wiki/Werner_Schroeter,Malina,1991,N/A,17 Jan 1991,125 min,"Drama, Fantasy, Mystery, Romance",Werner Schroeter,"Elfriede Jelinek, Ingeborg Bachmann (novel), Patricia Moraz (French dialogue)","Isabelle Huppert, Lisa Kreuzer, Mathieu Carrière, Can Togay","A female writer and her relationships with two different men, one joyous and one introverted.","French, German","Germany, Austria",6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWI5NWI3YjEtZDhjMS00MWFiLTk3Y2ItY2Q0NTg3MjE5ZTRhXkEyXkFqcGdeQXVyMjc2NTQ1MTI@._V1_SX300.jpg,N/A,6.6,445,tt0102383,movie,N/A,N/A,Kuchenreuther Filmverleih,N/A,True,6.6/10,N/A,N/A,,,
34,Out of Life,Hors la vie,Maroun Bagdadi,France,0,cannes,1991,https://en.wikipedia.org/wiki/Out_of_Life,https://en.wikipedia.org/wiki/Maroun_Bagdadi,Out of Life,1991,N/A,15 May 1991,97 min,Drama,Maroun Bagdadi,"Maroun Bagdadi, Didier Decoin, Elias Khoury","Hippolyte Girardot, Rafic Ali Ahmad, Hussein Sbeity, Habib Hammoud",A French photograher is kidnapped and held hostage in a war-torn Beirut. Slowly but surely his integrity and self-respect is broken.,"French, Arabic, English","Belgium, France, Italy",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTg3NjcxNDA3Ml5BMl5BanBnXkFtZTcwNTgxNzYxMQ@@._V1_SX300.jpg,N/A,7.0,144,tt0102058,movie,N/A,N/A,N/A,N/A,True,7.0/10,N/A,N/A,,,
35,A Rage in Harlem,N/A,Bill Duke,United States,0,cannes,1991,https://en.wikipedia.org/wiki/A_Rage_in_Harlem_(film),https://en.wikipedia.org/wiki/Bill_Duke,A Rage in Harlem,1991,R,03 May 1991,115 min,"Comedy, Crime",Bill Duke,"Chester Himes (novel), John Toles-Bey (screenplay), Bobby Crawford (screenplay)","Forest Whitaker, Gregory Hines, Robin Givens, Zakes Mokae","A beautiful black gangster's moll flees to Harlem with a trunkload of gold after a shootout, unaware that the rest of the gang, and a few other unsavoury characters, are on her trail. A pudgy momma's boy becomes the object of her affections and the unlikely hero of the tale.",English,"UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BOTE3MDAzM2EtOTVmZS00ZDVkLWE0MjAtNDA5Nzc5YzZlMmJhXkEyXkFqcGdeQXVyMzI4Nzk0NjY@._V1_SX300.jpg,N/A,5.9,"1,817",tt0102749,movie,02 Sep 2003,N/A,HBO Video,N/A,True,5.9/10,65%,N/A,,,
36,The Suspended Step of the Stork,To meteoro vima tou pelargou,Theodoros Angelopoulos,Greece,0,cannes,1991,https://en.wikipedia.org/wiki/The_Suspended_Step_of_the_Stork,https://en.wikipedia.org/wiki/Theodoros_Angelopoulos,The Suspended Step of the Stork,1991,N/A,04 Dec 1991,143 min,"Drama, Romance",Theodoros Angelopoulos,"Theodoros Angelopoulos (idea), Theodoros Angelopoulos, Tonino Guerra, Petros Markaris, Thanassis Valtinos","Marcello Mastroianni, Jeanne Moreau, Gregory Patrick Karr, Ilias Logothetis","Alexandre, a TV reporter, is working for a few days in a border town, where a lot of refugees from Albania, Turkey and Kurdistan are packed in. Among them, he notices an old man and thinks he is an important Greek politician who disappeared mysteriously a few years ago. Back in Athens, he asks this politician's former wife to come and identify him. A slow and dry meditation about inhumanity of borders.","French, English, Greek","France, Italy, Greece, Switzerland",1 nomination.,https://m.media-amazon.com/images/M/MV5BNzQwYjYyM2EtMjY4NS00ZjIyLTkzOTYtNTU2YjQzMjIzMjY4XkEyXkFqcGdeQXVyMzQ3Nzk5MTU@._V1_SX300.jpg,N/A,7.6,"1,469",tt0102439,movie,N/A,N/A,N/A,N/A,True,7.6/10,N/A,N/A,,,
37,Van Gogh,N/A,Maurice Pialat,France,0,cannes,1991,https://en.wikipedia.org/wiki/Van_Gogh_(1991_film),https://en.wikipedia.org/wiki/Maurice_Pialat,Van Gogh,1991,R,30 Oct 1992,158 min,"Biography, Drama",Maurice Pialat,Maurice Pialat,"Jacques Dutronc, Alexandra London, Bernard Le Coq, Gérard Séty","In late spring, 1890, Vincent moves to Auvers-sur-Oise, near Paris, under the care of Dr. Gachet, living in a humble inn. Fewer than 70 days later, Vincent dies from a self-inflicted gunshot wound. We see Vincent at work, painting landscapes and portraits. His brother Theo, wife Johanna, and their baby visit Auvers. Vincent is playful and charming, engaging the attentions of Gachet's daughter Marguerite (who's half Vincent's age), a young maid at the inn, Cathy a Parisian prostitute, and Johanna. Shortly before his death, Vincent visits Paris, quarrels with Theo, disparages his own art and accomplishments, dances at a brothel, and is warm then cold toward Marguerite.",French,France,2 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BNjc2ZTUyZmItZjAzZS00YTUwLWJmYTAtOTE3ODM4ODYwOTc3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,7.2,"2,445",tt0103190,movie,N/A,N/A,N/A,N/A,True,7.2/10,N/A,N/A,,,
38,The Yes Man,Il portaborse,Daniele Luchetti,Italy,0,cannes,1991,https://en.wikipedia.org/wiki/The_Yes_Man,https://en.wikipedia.org/wiki/Daniele_Luchetti,The Yes Man,1991,N/A,05 Apr 1991,93 min,"Comedy, Drama",Daniele Luchetti,"Franco Bernini (story), Angelo Pasquini (story), Sandro Petraglia (screenplay), Stefano Rulli (screenplay), Daniele Luchetti (screenplay)","Silvio Orlando, Nanni Moretti, Giulio Brogi, Anne Roussel","Cesare Botero (Nanni Moretti) is a young minister well-known to be corrupted and corrupter. He is looking for an appropriate spokesman. He finds the right person in Prof. Luciano Sandulli (Silvio Orlando). Sandulli is a very good and polite person, he is positive and full of hopes, but unluckily his economic position is disastrous. So he immediately accepts the new job. He has to write all the speeches of the minister, and soon became a sort of mentor. In fact his first impact with Rome and his politician world is positive, Sandulli is really convinced the young minister want really change the situation working for the common interest. But step by step, nevertheless his economic and familiar situation gets a lot of benefits by his new job, he enters in a world in which intrigues and corruption are the only laws. The honest Sandulli will react trying to resist to the cynic world of Botero. He will come back to his students.",Italian,"Italy, France",6 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BNDcxZDA4YWMtN2UyNC00YjRmLWI1MjYtYTNkYmVhNmI0NjgyXkEyXkFqcGdeQXVyNjIyOTA1Njk@._V1_SX300.jpg,N/A,7.1,613,tt0102693,movie,N/A,N/A,N/A,N/A,True,7.1/10,N/A,N/A,,,
39,Body Snatchers,N/A,Abel Ferrara,United States,0,cannes,1993,https://en.wikipedia.org/wiki/Body_Snatchers_(1993_film),https://en.wikipedia.org/wiki/Abel_Ferrara,Body Snatchers,1993,R,18 Feb 1994,87 min,"Horror, Sci-Fi",Abel Ferrara,"Jack Finney (novel), Raymond Cistheri (screen story), Larry Cohen (screen story), Stuart Gordon (screenplay), Dennis Paoli (screenplay), Nicholas St. John (screenplay)","Terry Kinney, Meg Tilly, Gabrielle Anwar, Reilly Murphy","Family moves to military base for the summer, but the soldiers are behaving even more strangely than usual. Is it a toxic spill as suggested or is it something more sinister?",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BYmM4NWY1NGEtMjI5ZC00MmRkLWI1Y2QtNDg4NzMzNTI1MDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,65,5.9,"15,936",tt0106452,movie,21 Aug 2001,N/A,Warner Home Video,N/A,True,5.9/10,71%,65/100,,,
40,Broken Highway,N/A,Laurie McIness,Australia,0,cannes,1993,https://en.wikipedia.org/wiki/Broken_Highway,https://en.wikipedia.org/w/index.php?title=Laurie_McIness&action=edit&redlink=1,Broken Highway,1993,N/A,17 Feb 1994,98 min,N/A,Laurie McInnes,Laurie McInnes,"Aden Young, David Field, Bill Hunter, Claudia Karvan","Characters adrift in an isolated landscape collide with the past and each other as they unravel the secrets of a dead man's dreams. A moody meditation on anti-heroism, the film pays tribute to the black and white style of cinema noir.",English,Australia,6 nominations.,https://m.media-amazon.com/images/M/MV5BMWE0OWVlODAtOWU4MS00YjA3LThmZGMtMDQxNzA3MWMwOTY2XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,N/A,5.9,23,tt0106487,movie,N/A,N/A,N/A,N/A,True,5.9/10,N/A,N/A,,,
41,Dyuba-Dyuba,Дюба-Дюба,Aleksandr Khvan,Russia,0,cannes,1993,https://en.wikipedia.org/wiki/Dyuba-Dyuba,https://en.wikipedia.org/wiki/Aleksandr_Khvan,Dyuba-Dyuba,1992,Not Rated,28 Nov 1992,140 min,"Drama, Romance",Aleksandr Khvan,"Pyotr Lutsik, Aleksey Samoryadov","Oleg Menshikov, Anzhela Belyanskaya, Aleksandr Negreba, Grigoriy Konstantinopolskiy",A student of a scriptwriting course of Moscow Film Institute finds out that his ex-girlfriend has been imprisoned and decides to help her escape... Starring Oleg Menshikov.,Russian,Russia,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMWRmYzg0YjctYWU4ZS00ZGM4LWFlYjEtOTYxMzhhY2UxZmE1XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,7.2,85,tt0106786,movie,N/A,N/A,N/A,N/A,True,7.2/10,N/A,N/A,,,
42,The Escort,La scorta,Ricky Tognazzi,Italy,0,cannes,1993,https://en.wikipedia.org/wiki/The_Escort_(1993_film),https://en.wikipedia.org/wiki/Ricky_Tognazzi,Secret Games II (The Escort),1993,R,27 Aug 1993,85 min,Drama,Gregory Dark,Russell Lavalle (screenplay),"Martin Hewitt, Marie Leroux, Amy Rochelle, Sara Suzanne Brown",A married performance artist begins an obsessive relationship with a call girl. The film uses the annoying technique of having the characters stop and discuss their situation with the audience as if they were a psychiatrist.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYmY4MTNjMTYtMDFkMS00YTE3LTk0MTktZGM2NTZlYWJjZmQ1XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,4.9,150,tt0108070,movie,01 Sep 1993,N/A,Axis,N/A,True,4.9/10,N/A,N/A,,,
43,Falling Down,N/A,Joel Schumacher,United States,0,cannes,1993,https://en.wikipedia.org/wiki/Falling_Down,https://en.wikipedia.org/wiki/Joel_Schumacher,Falling Down,1993,R,26 Feb 1993,113 min,"Crime, Drama, Thriller",Joel Schumacher,Ebbe Roe Smith,"Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin","On the day of his daughter's (Joey Hope Singer) birthday, William ""D-Fens"" Foster (Michael Douglas) is trying to get to his estranged ex-wife's (Barbara Hershey) house to see his daughter. He has a breakdown and leaves his car in a traffic jam in Los Angeles and decides to walk. Along the way he stops at a convenience store and tries to get some change for a phone call but the owner, Mister Lee (Michael Paul Chan), does not give him change. This destabilizes William who then breaks apart the shop with a baseball bat and goes to an isolated place to drink a coke. Two gangsters (Agustin Rodriguez & Eddie Frias) threaten him and he reacts by hitting them with the bat. D-FENS continues walking and stops at a phone booth. The gangsters hunt him down with their gang and shoot at him but crash their car. William goes nuts and takes their gym bag with weapons proceeding in his journey of rage against injustice. Meanwhile Sergeant Martin Prendergast (Robert Duvall), who is working on his last day before retirement, is following the wave of crimes and believes that the same man is responsible but the other detectives do not pay attention to him.","English, Spanish, Korean","France, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYjcxMzM3OWMtNmM3Yy00YzBkLTkxMmQtMDk4MmM3Y2Y4MDliL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,56,7.6,"160,748",tt0106856,movie,26 May 2009,N/A,Warner Bros. Pictures,N/A,True,7.6/10,74%,56/100,,,
44,"Faraway, So Close!","In weiter Ferne, so nah!",Wim Wenders,Germany,0,cannes,1993,"https://en.wikipedia.org/wiki/Faraway,_So_Close!",https://en.wikipedia.org/wiki/Wim_Wenders,"Faraway, So Close!",1993,PG-13,21 Dec 1993,140 min,"Drama, Fantasy, Romance",Wim Wenders,"Wim Wenders (script by), Ulrich Zieger (script by), Richard Reitinger (script by), Ulrich Zieger (dialogue by)","Otto Sander, Peter Falk, Horst Buchholz, Mikhail Gorbachev",A group of angels in the German capital look longingly upon the life of humans.,"German, French, English, Italian, Russian",Germany,Nominated for 1 Golden Globe. Another 4 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BM2FmOGIwYTktMjU4OS00MzY2LThmYWQtMWU4Yjc2NGNkOTQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.3,"7,113",tt0107209,movie,23 May 2006,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
45,Farewell My Concubine,霸王别姬,Chen Kaige,China,1,cannes,1993,https://en.wikipedia.org/wiki/Farewell_My_Concubine_(film),https://en.wikipedia.org/wiki/Chen_Kaige,Farewell My Concubine,1993,R,15 Oct 1993,171 min,"Drama, Music, Romance",Kaige Chen,"Pik Wah Lee (novel), Pik Wah Lee (screenplay), Wei Lu","Leslie Cheung, Fengyi Zhang, Li Gong, Qi Lü","""Farewell, My Concubine"" is a movie with two parallel, intertwined stories. It is the story of two performers in the Beijing Opera, stage brothers, and the woman who comes between them. At the same time, it attempts to do no less than squeeze the entire political history of China in the twentieth century into a three-hour time-frame.",Mandarin,"China, Hong Kong",Nominated for 2 Oscars. Another 25 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BYmFhZmM3Y2MtNDA1Ny00NjkzLWJkM2EtYWU1ZjEwYmNjZDQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,8.1,"23,299",tt0106332,movie,14 Dec 1999,N/A,Miramax,N/A,True,8.1/10,86%,N/A,,,
